IlmnID,CD56.mean,other.mean,abs_diff,percent_diff,change,CHR,MAPINFO,gene,feature,CellType
cg03891962,0.503689297619062,0.80498989999103,0.301300602371968,30.13,Up,16,89336560,ANKRD11,Body,CD56
cg16316183,0.557468202856636,0.854148080854799,0.296679877998163,29.67,Up,12,129299465,SLC15A4; MGC16384,Body; TSS200,CD56
cg12912920,0.540887777876936,0.834878692047485,0.293990914170549,29.4,Up,4,140762680,MAML3,Body,CD56
cg19954234,0.605393575147662,0.891264945138066,0.285871369990404,28.59,Up,11,108408969,EXPH5,Body; TSS200,CD56
cg15559940,0.630326689578363,0.915794133583245,0.285467444004882,28.55,Up,13,101171765,PCCA,Body,CD56
cg01080424,0.597267100084583,0.881779148037095,0.284512047952512,28.45,Up,7,6520004,KDELR2,Body,CD56
cg14159576,0.532394745629351,0.814575234344319,0.282180488714967,28.22,Up,7,47660962,,,CD56
cg25426716,0.614127208697649,0.893781503217192,0.279654294519542,27.97,Up,5,125695699,GRAMD3,TSS200,CD56
cg16360310,0.564865509674335,0.842411326169268,0.277545816494932,27.75,Up,5,139036605,CXXC5,5'UTR,CD56
cg02373104,0.620883109744813,0.889589280357007,0.268706170612194,26.87,Up,7,147601429,MIR548F3; CNTNAP2,Body,CD56
cg18304186,0.624009676632531,0.888490934646977,0.264481258014447,26.45,Up,8,103129364,NCALD,5'UTR,CD56
cg23060465,0.69554694002566,0.956521266280487,0.260974326254827,26.1,Up,8,141625545,EIF2C2,Body,CD56
cg16183122,0.699751926885601,0.958904719693842,0.259152792808242,25.92,Up,10,88466389,LDB3,Body,CD56
cg15259233,0.627461902550155,0.886421958950589,0.258960056400434,25.9,Up,6,170712708,FAM120B,Body,CD56
cg13390484,0.624132778940487,0.882593103085592,0.258460324145105,25.85,Up,9,80765924,,,CD56
cg00462849,0.667788079275822,0.925409451931247,0.257621372655426,25.76,Up,2,12853027,,,CD56
cg09689296,0.60801865311128,0.860888905837167,0.252870252725888,25.29,Up,2,12866929,TRIB2,Body,CD56
cg02400146,0.626534036138996,0.878685911634264,0.252151875495268,25.22,Up,6,90312567,ANKRD6,Body,CD56
cg23001370,0.581853471208149,0.833678242364013,0.251824771155864,25.18,Up,5,53817073,SNX18,Body,CD56
cg21275838,0.653287997622434,0.904019770787933,0.250731773165499,25.07,Up,15,59608124,MYO1E,Body,CD56
cg19353949,0.58294053812717,0.830955218139482,0.248014680012312,24.8,Up,1,145726979,PDZK1,TSS1500,CD56
cg23435567,0.668920301543511,0.914923501738387,0.246003200194876,24.6,Up,3,113346763,SIDT1,3'UTR,CD56
cg23071286,0.620009743379565,0.864958348576117,0.244948605196552,24.49,Up,15,91360201,,,CD56
cg12274567,0.666734795206521,0.902066546443626,0.235331751237105,23.53,Up,1,162382199,SH2D1B,TSS1500,CD56
cg10117603,0.68758274901088,0.918962821514238,0.231380072503358,23.14,Up,13,101171714,PCCA,Body,CD56
cg22124368,0.662221396943178,0.893248843843133,0.231027446899955,23.1,Up,6,170774538,,,CD56
cg22352434,0.753061734187913,0.982650616992933,0.22958888280502,22.96,Up,19,10226494,EIF3G,Body,CD56
cg03368758,0.6820416031744,0.910540061681953,0.228498458507553,22.85,Up,4,16900733,LDB2,TSS1500,CD56
cg10592926,0.722837302613846,0.946249431050495,0.223412128436649,22.34,Up,6,157876961,ZDHHC14,Body,CD56
cg15876825,0.754600007875624,0.977961653677464,0.22336164580184,22.34,Up,3,11651881,VGLL4,Body,CD56
cg17850498,0.601953629451216,0.82118930543313,0.219235675981914,21.92,Up,1,21565755,ECE1,Body,CD56
cg22402398,0.702907121508328,0.920074199923207,0.217167078414879,21.72,Up,1,27954026,FGR,TSS1500; 5'UTR,CD56
cg25846372,0.633431176316206,0.849363326657748,0.215932150341542,21.59,Up,21,38608601,DSCR3,Body,CD56
cg02359506,0.69586740507638,0.910651532085881,0.2147841270095,21.48,Up,4,41270335,UCHL1,3'UTR,CD56
cg14525703,0.653726198980253,0.867951018285446,0.214224819305193,21.42,Up,9,137661460,COL5A1,Body,CD56
cg25387540,0.620038740536761,0.833485077680324,0.213446337143563,21.34,Up,19,4657890,C19orf10,3'UTR,CD56
cg03032253,0.707061423612808,0.919516925052959,0.212455501440151,21.25,Up,19,4652450,TNFAIP8L1,3'UTR,CD56
cg18656873,0.491952175179439,0.702885529292008,0.210933354112569,21.09,Up,21,43809519,TMPRSS3,Body; TSS1500,CD56
cg24531714,0.712080790754748,0.921251260595032,0.209170469840284,20.92,Up,8,67475459,MYBL1,3'UTR,CD56
cg25352200,0.688186193831923,0.896223989230877,0.208037795398954,20.8,Up,5,6752379,POLS,Body,CD56
cg07106737,0.61482301165823,0.816163912636383,0.201340900978154,20.13,Up,16,88599035,ZFPM1,Body,CD56
cg20435267,0.67236642502437,0.873224886513404,0.200858461489034,20.09,Up,5,178288359,ZNF354B,Body,CD56
cg00449738,0.737708056715827,0.930647041759383,0.192938985043557,19.29,Up,1,91997846,,,CD56
cg17566718,0.78772695951704,0.976540768119907,0.188813808602867,18.88,Up,10,72357735,PRF1,3'UTR,CD56
cg24036612,0.686423519545079,0.875103418672199,0.18867989912712,18.87,Up,5,101633158,SLCO4C1,TSS1500,CD56
cg14026109,0.656011148309465,0.840694560882216,0.18468341257275,18.47,Up,6,109775014,MICAL1,Body,CD56
cg03208044,0.727257618213256,0.907002842322639,0.179745224109383,17.97,Up,1,113337251,,,CD56
cg19462022,0.722441080632037,0.900712012780932,0.178270932148895,17.83,Up,13,114810756,RASA3,Body,CD56
cg09273030,0.747533652022771,0.925571652438237,0.178038000415467,17.8,Up,2,242566905,THAP4,Body,CD56
cg12803060,0.793998474190188,0.968689411614212,0.174690937424024,17.47,Up,7,100850157,PLOD3,Body,CD56
cg10784668,0.776570191993175,0.947770616124964,0.171200424131789,17.12,Up,7,2058031,MAD1L1,Body,CD56
cg18254586,0.686098144847874,0.856385495346393,0.170287350498519,17.03,Up,5,142208412,ARHGAP26,Body,CD56
cg03726963,0.767085420477694,0.935305249299495,0.168219828821801,16.82,Up,8,1808475,ARHGEF10,Body,CD56
cg19349476,0.722585923125269,0.888044460981257,0.165458537855987,16.55,Up,13,101315254,TMTC4,Body,CD56
cg05227215,0.782898056521195,0.947826024014254,0.164927967493058,16.49,Up,5,139057496,CXXC5,5'UTR,CD56
cg15690475,0.820015615873572,0.984413066990109,0.164397451116537,16.44,Up,17,44101453,MAPT,Body,CD56
cg09527123,0.723946529318008,0.886587732403822,0.162641203085813,16.26,Up,13,114806955,RASA3,Body,CD56
cg22521333,0.816539995877289,0.9773378774894,0.160797881612111,16.08,Up,19,4652251,TNFAIP8L1,Body,CD56
cg21133251,0.761756035234012,0.919567393367642,0.15781135813363,15.78,Up,2,242566890,THAP4,Body,CD56
cg20039163,0.711473094287371,0.866622546360783,0.155149452073412,15.51,Up,8,118994563,EXT1,Body,CD56
cg05780020,0.781229443990274,0.935486052428352,0.154256608438078,15.43,Up,7,2011714,MAD1L1,Body,CD56
cg14396758,0.774220809265175,0.928453828919721,0.154233019654546,15.42,Up,4,37689379,RELL1,TSS1500,CD56
cg02176148,0.807652953367414,0.960142427185182,0.152489473817768,15.25,Up,7,127669218,SND1; LRRC4,Body,CD56
cg15319380,0.725344038834203,0.874742448163066,0.149398409328863,14.94,Up,2,203639098,ICA1L,3'UTR,CD56
cg21838952,0.763842852877593,0.909703922216036,0.145861069338443,14.59,Up,15,64197566,,,CD56
cg26505319,0.807515701867932,0.953149362082329,0.145633660214397,14.56,Up,6,14408336,,,CD56
cg02099410,0.698537168522055,0.84034949485165,0.141812326329595,14.18,Up,16,89804695,ZNF276; FANCA,3'UTR,CD56
cg18688392,0.720121679649418,0.860719932854616,0.140598253205198,14.06,Up,10,81059414,ZMIZ1,Body,CD56
cg21510189,0.371031450047758,0.511284468056429,0.140253018008671,14.03,Up,5,133927987,,,CD56
cg16957824,0.70245334304921,0.841211635315169,0.138758292265959,13.88,Up,3,133962408,RYK,Body,CD56
cg25754852,0.732415934514928,0.866928826152225,0.134512891637297,13.45,Up,6,160523821,IGF2R,Body,CD56
cg26107055,0.799240388486759,0.929013901646078,0.129773513159319,12.98,Up,5,125695687,GRAMD3,TSS200,CD56
cg12298955,0.855910404348661,0.983290386856236,0.127379982507575,12.74,Up,19,51220192,SHANK1,1stExon; 5'UTR,CD56
cg24612059,0.86089087983674,0.985243830126823,0.124352950290083,12.44,Up,17,44101462,MAPT,Body,CD56
cg06396324,0.727207849744128,0.851083117435244,0.123875267691117,12.39,Up,19,4652549,TNFAIP8L1,3'UTR,CD56
cg09856284,0.825227801828085,0.947890187790118,0.122662385962033,12.27,Up,7,76992842,PION,Body,CD56
cg15393025,0.867410300964003,0.984463858001357,0.117053557037355,11.71,Up,1,244318867,,,CD56
cg14330479,0.87063758141885,0.97942615494776,0.10878857352891,10.88,Up,8,1808270,ARHGEF10,Body,CD56
cg14685146,0.805433802835999,0.91141179687164,0.105977994035641,10.6,Up,17,42088751,TMEM101,3'UTR,CD56
cg09590897,0.716782714665611,0.819718251503788,0.102935536838177,10.29,Up,19,3961702,MIR637; DAPK3,TSS200; Body,CD56
cg26916576,0.888893322713314,0.984825277273294,0.09593195455998,9.59,Up,14,91700557,GPR68,Body,CD56
cg04313875,0.105054606719971,0.011127251695913,0.093927355024058,9.39,Down,17,1553202,RILP,5'UTR; 1stExon,CD56
cg02965892,0.846303278428705,0.938910027318791,0.092606748890086,9.26,Up,7,2402223,EIF3B,Body,CD56
cg11573093,0.873988256057584,0.962552308741815,0.088564052684231,8.86,Up,19,51220202,SHANK1,TSS200,CD56
cg05350879,0.784840992162682,0.871725224852691,0.086884232690008,8.69,Up,4,88451223,SPARCL1,TSS1500,CD56
cg24952408,0.855130175701957,0.941148855545918,0.086018679843961,8.6,Up,6,29696264,LOC285830,Body,CD56
cg17742418,0.823946226529358,0.909149631528438,0.085203404999079,8.52,Up,17,19188816,EPN2,5'UTR; Body,CD56
cg18212924,0.841880294651918,0.925289839294,0.083409544642082,8.34,Up,14,105608474,JAG2,3'UTR,CD56
cg10187479,0.818672719508055,0.899484376102533,0.080811656594478,8.08,Up,16,85180917,,,CD56
cg05800377,0.927864354011377,0.985582176828825,0.057717822817448,5.77,Up,4,1360432,KIAA1530,Body,CD56
cg13350140,0.92115694602525,0.969364919827522,0.048207973802273,4.82,Up,10,43599566,RET,Body,CD56
