"IlmnID","CD4.mean","other.mean","abs_diff","percent_diff","change","CHR","MAPINFO","gene","feature"
"cg13142152",0.55113707936197,0.830540804098581,0.279403724736611,27.94,"Up","6",25026539,"",""
"cg10083258",0.594893189642418,0.867761729712071,0.272868540069654,27.29,"Up","15",93362731,"",""
"cg00314029",0.576912160377402,0.847354217056575,0.270442056679173,27.04,"Up","2",161348665,"RBMS1","Body"
"cg23691894",0.62432298784757,0.891171145834062,0.266848157986492,26.68,"Up","10",111765904,"ADD3","1stExon; 5'UTR"
"cg08486432",0.543630999060137,0.80957993853999,0.265948939479852,26.59,"Up","6",33598003,"ITPR3","Body"
"cg26547698",0.330999314671686,0.0667324004250687,0.264266914246617,26.43,"Down","16",89489058,"ANKRD11","5'UTR"
"cg23005797",0.689715023989505,0.949773775366012,0.260058751376507,26.01,"Up","2",10302462,"C2orf48","Body"
"cg25922624",0.25415616592959,0.502370338452844,0.248214172523254,24.82,"Up","4",154075471,"TRIM2","5'UTR"
"cg26389380",0.347584879907882,0.10052709660824,0.247057783299641,24.71,"Down","3",11330567,"ATG7","5'UTR"
"cg19030737",0.530583006047233,0.775932388128674,0.245349382081442,24.53,"Up","1",226927988,"ITPKB","TSS1500"
"cg16426321",0.660943820373132,0.421585196575366,0.239358623797766,23.94,"Down","14",93507882,"ITPK1","Body"
"cg02487233",0.578088618918081,0.812831188134671,0.23474256921659,23.47,"Up","3",107810687,"CD47","TSS1500"
"cg18764192",0.645407647786873,0.876236750040225,0.230829102253352,23.08,"Up","10",5936166,"FBXO18","Body; TSS200"
"cg00547365",0.572012000982991,0.795543571284822,0.223531570301831,22.35,"Up","1",6605420,"NOL9","Body"
"cg09963125",0.62377201387031,0.845444623598585,0.221672609728275,22.17,"Up","X",39676511,"",""
"cg17001464",0.648024579330176,0.86707223034506,0.219047651014884,21.9,"Up","7",130679521,"FLJ43663","Body"
"cg16394018",0.251709404264141,0.04985746922363,0.201851935040511,20.19,"Down","11",14927549,"",""
"cg01701634",0.320140880307077,0.120962184683001,0.199178695624077,19.92,"Down","19",51876119,"NKG7","TSS200"
"cg24004368",0.694513402064779,0.893134639429555,0.198621237364776,19.86,"Up","6",30706647,"FLOT1","Body"
"cg18983126",0.694416981407966,0.884518710360985,0.190101728953019,19.01,"Up","X",55101351,"PAGE2B","TSS200"
"cg06649639",0.571606092059508,0.752902405552125,0.181296313492618,18.13,"Up","1",154983995,"ZBTB7B","5'UTR"
"cg06751398",0.698635874685236,0.873566909837258,0.174931035152022,17.49,"Up","18",77162457,"NFATC1","Body; 5'UTR"
"cg17858328",0.193272452609222,0.0230364992272483,0.170235953381974,17.02,"Down","1",92952521,"GFI1","TSS1500; TSS200"
"cg21377860",0.772057546183096,0.928157189632804,0.156099643449708,15.61,"Up","7",150174540,"GIMAP8","Body"
"cg18883472",0.755376482471352,0.909813105066426,0.154436622595074,15.44,"Up","1",224548495,"CNIH4","Body"
"cg10493055",0.705440837726203,0.858703888118446,0.153263050392243,15.33,"Up","4",99576808,"TSPAN5","Body"
"cg13549904",0.69364033792114,0.84553661539121,0.15189627747007,15.19,"Up","1",154438143,"IL6R","3'UTR"
"cg18576301",0.782836861011454,0.933310915935978,0.150474054924523,15.05,"Up","8",100716071,"VPS13B","Body"
"cg06486093",0.214935895513934,0.0653957230325678,0.149540172481366,14.95,"Down","19",51875986,"NKG7","TSS200"
"cg19918145",0.783070718627057,0.922886933628782,0.139816215001724,13.98,"Up","5",107271174,"FBXL17","Body"
"cg01490733",0.571398203399119,0.432214889710279,0.13918331368884,13.92,"Down","1",2247066,"",""
"cg13637151",0.776399058964703,0.912133190576071,0.135734131611368,13.57,"Up","9",134375468,"BAT2L1","3'UTR"
"cg10851763",0.256063341661774,0.122673541369415,0.133389800292359,13.34,"Down","21",43545792,"UMODL1","Body"
"cg25428740",0.206237022108965,0.0785287354169483,0.127708286692017,12.77,"Down","2",96981671,"",""
"cg13151751",0.74127095045926,0.868203647223918,0.126932696764658,12.69,"Up","1",89993815,"LRRC8B","5'UTR"
"cg21348406",0.147167881763958,0.0206634912401177,0.12650439052384,12.65,"Down","17",76361166,"",""
"cg19949530",0.73797401790658,0.862792057643694,0.124818039737114,12.48,"Up","21",33034963,"SOD1","Body"
"cg18207999",0.171650797638391,0.0470213359878388,0.124629461650552,12.46,"Down","17",37914349,"",""
"cg05176211",0.669895122166441,0.79426734163814,0.124372219471699,12.44,"Up","8",41860734,"MYST3","Body"
"cg24647031",0.779374360365544,0.902438173229236,0.123063812863692,12.31,"Up","7",157644160,"PTPRN2","Body"
"cg01782826",0.194916292433,0.0723547564744414,0.122561535958559,12.26,"Down","1",167598958,"RCSD1","TSS1500"
"cg03535253",0.840214158612733,0.962162085260626,0.121947926647894,12.19,"Up","14",93706571,"BTBD7","3'UTR"
"cg00705661",0.849673875755066,0.97123130759822,0.121557431843154,12.16,"Up","14",93706609,"BTBD7","3'UTR"
"cg05014660",0.19251146465368,0.0761161721399263,0.116395292513754,11.64,"Down","22",44576654,"PARVG","TSS200; 5'UTR; Body; TSS1500"
"cg07340499",0.768815683661535,0.883268183977241,0.114452500315706,11.45,"Up","7",2208345,"MAD1L1","Body"
"cg16679650",0.197240847201501,0.0842803177571171,0.112960529444384,11.3,"Down","1",24239820,"CNR2","TSS200"
"cg17384323",0.755345410900468,0.868355335884387,0.113009924983918,11.3,"Up","4",169242366,"",""
"cg20312962",0.800385988175819,0.911702217867104,0.111316229691285,11.13,"Up","4",143275181,"INPP4B","Body"
"cg27093944",0.177792250962887,0.0671416050982045,0.110650645864683,11.07,"Down","2",242908218,"",""
"cg26304744",0.794865451456475,0.903956777078944,0.109091325622468,10.91,"Up","15",60993714,"RORA","Body"
"cg06074534",0.857194022753539,0.961123930981638,0.103929908228099,10.39,"Up","16",85020055,"ZDHHC7","Body"
"cg16410115",0.186347125202473,0.0849788972434649,0.101368227959008,10.14,"Down","1",24240000,"CNR2","TSS200"
"cg20816104",0.539227909033032,0.438740804788423,0.100487104244609,10.05,"Down","2",131577425,"",""
"cg13751330",0.74128263994696,0.840190112898982,0.0989074729520218,9.89,"Up","9",134376826,"POMT1","TSS1500"
"cg02072515",0.792329990624814,0.887470291569239,0.0951403009444247,9.51,"Up","2",149481321,"EPC2","Body"
"cg26302760",0.854555197766105,0.930883291217534,0.0763280934514291,7.63,"Up","14",93706539,"BTBD7","3'UTR"
"cg25294526",0.885125742099529,0.958772843798793,0.0736471016992643,7.36,"Up","17",7786177,"",""
"cg20186907",0.820678702219501,0.893303186803306,0.0726244845838055,7.26,"Up","7",105515896,"ATXN7L1","Body"
"cg26127425",0.86577143330672,0.937721022161465,0.0719495888547457,7.19,"Up","2",238382343,"",""
"cg24033742",0.834835258396136,0.902213894519664,0.0673786361235278,6.74,"Up","1",38493031,"",""
"cg20972199",0.131018797398636,0.0694210734563968,0.0615977239422392,6.16,"Down","11",69065333,"",""
"cg19722656",0.0904306905274947,0.0379577356200321,0.0524729549074626,5.25,"Down","6",119669372,"MAN1A1","Body"
"cg04663932",0.103247156736405,0.0655563726317964,0.0376907841046085,3.77,"Down","7",73508618,"LIMK1","Body"
"cg22105534",0.825513298994499,0.863037811066659,0.0375245120721606,3.75,"Up","6",30308653,"TRIM39","Body"
"cg10788213",0.934125983059831,0.971481595264081,0.0373556122042498,3.74,"Up","22",45719176,"FAM118A","Body"
"cg11036279",0.0950808496755214,0.0588477379516854,0.036233111723836,3.62,"Down","2",242785270,"",""
