"IlmnID","CD14.mean","other.mean","abs_diff","percent_diff","change","CHR","MAPINFO","gene","feature"
"cg22675702",0.17770035087438,0.791290787942041,0.613590437067661,61.36,"Up","17",20026062,"CYTSB","Body"
"cg24365417",0.17204770804115,0.783074018461952,0.611026310420803,61.1,"Up","2",178939184,"PDE11A","Body"
"cg25517015",0.187814580050732,0.797990852965999,0.610176272915267,61.02,"Up","19",17584020,"SLC27A1","Body"
"cg13290254",0.268423449376599,0.875626984860093,0.607203535483495,60.72,"Up","12",125197730,"",""
"cg04478930",0.235094800175285,0.83755880533146,0.602464005156175,60.25,"Up","3",71927912,"",""
"cg27366072",0.185965759637271,0.78735611702098,0.601390357383709,60.14,"Up","12",12222913,"BCL2L14","TSS1500"
"cg12192282",0.181355063194566,0.758322448881017,0.57696738568645,57.7,"Up","2",143632190,"",""
"cg07457727",0.275362654002299,0.851858869394723,0.576496215392424,57.65,"Up","8",131451983,"",""
"cg16356013",0.254572222440286,0.82279165185226,0.568219429411973,56.82,"Up","5",134722079,"H2AFY","Body"
"cg19015847",0.326841041991917,0.885546392127993,0.558705350136076,55.87,"Up","2",40447561,"SLC8A1","Body"
"cg13313836",0.295054167391236,0.848159586417293,0.553105419026058,55.31,"Up","15",60687284,"ANXA2","5'UTR; Body"
"cg11664417",0.324169347732704,0.876795245461164,0.552625897728459,55.26,"Up","5",71883710,"",""
"cg07099567",0.236263447136436,0.786253473941574,0.549990026805138,55,"Up","14",81780369,"STON2","Body"
"cg00646216",0.30241444144245,0.851132845248831,0.548718403806381,54.87,"Up","16",73210822,"",""
"cg22209723",0.358485205359389,0.905311536226865,0.546826330867476,54.68,"Up","20",4742450,"",""
"cg22056336",0.303174927634162,0.849392248616499,0.546217320982338,54.62,"Up","4",40444001,"RBM47","5'UTR"
"cg26953469",0.313753860916427,0.856804649718114,0.543050788801686,54.31,"Up","10",31872296,"",""
"cg04764839",0.275355618497291,0.816434714970558,0.541079096473267,54.11,"Up","10",18708076,"CACNB2","Body"
"cg16766036",0.419875227948887,0.94359926736191,0.523724039413023,52.37,"Up","13",114800309,"RASA3","Body"
"cg25765315",0.35256019926683,0.870670743200733,0.518110543933902,51.81,"Up","12",92472232,"",""
"cg27057036",0.34759906200721,0.863474056407705,0.515874994400495,51.59,"Up","8",130997672,"",""
"cg22694983",0.331302360338479,0.843378148575719,0.512075788237241,51.21,"Up","3",177514999,"",""
"cg15310871",0.387573871959164,0.887916687263465,0.500342815304301,50.03,"Up","8",20077936,"ATP6V1B2","3'UTR"
"cg05612654",0.386724296099121,0.879883055178962,0.493158759079841,49.32,"Up","6",2375895,"",""
"cg12893373",0.378923143374636,0.850667522188218,0.471744378813582,47.17,"Up","3",97677056,"MINA","Body"
"cg17601191",0.382338610285754,0.850624767453034,0.468286157167279,46.83,"Up","13",31264764,"",""
"cg06601993",0.398712480492258,0.865606140294938,0.466893659802679,46.69,"Up","7",80244500,"CD36","5'UTR"
"cg07328987",0.3859883552795,0.850713915310596,0.464725560031096,46.47,"Up","13",47188916,"LRCH1","Body"
"cg20433382",0.335235813818616,0.794859209779161,0.459623395960545,45.96,"Up","6",125331312,"RNF217","Body"
"cg20212077",0.328236411407077,0.779450422722595,0.451214011315518,45.12,"Up","13",68194226,"",""
"cg07185664",0.380214530412968,0.829482945390168,0.4492684149772,44.93,"Up","17",1412950,"INPP5K","Body"
"cg00357988",0.398027571355085,0.83597674709759,0.437949175742505,43.79,"Up","12",122990019,"RSRC2","3'UTR"
"cg15450349",0.426969897688001,0.85677761108743,0.429807713399429,42.98,"Up","8",42269042,"",""
"cg05452742",0.464005715038382,0.892313920357538,0.428308205319156,42.83,"Up","11",34070756,"",""
"cg10967114",0.470344063685802,0.895328904643218,0.424984840957416,42.5,"Up","5",150442668,"TNIP1","Body"
"cg14872074",0.294565304870005,0.717981454604566,0.42341614973456,42.34,"Up","12",52306101,"ACVRL1","5'UTR; TSS200"
"cg00177203",0.473137543013771,0.89599667980461,0.422859136790839,42.29,"Up","1",149901142,"MTMR11; SF3B4","Body; TSS1500"
"cg21385052",0.491907414540291,0.903879568286889,0.411972153746599,41.2,"Up","1",149903249,"MTMR11","Body"
"cg04977602",0.280444596507371,0.692164424616291,0.41171982810892,41.17,"Up","5",35230728,"PRLR","1stExon; 5'UTR"
"cg08454015",0.416478924447034,0.824220538303943,0.407741613856909,40.77,"Up","1",240078452,"",""
"cg19380581",0.503561178027167,0.895230813536035,0.391669635508867,39.17,"Up","18",43611957,"PSTPIP2","Body"
"cg03055440",0.440771467876908,0.83077499461615,0.390003526739241,39,"Up","11",59950405,"MS4A6A","5'UTR"
"cg22081096",0.410382261526668,0.796201763250733,0.385819501724065,38.58,"Up","17",67137953,"ABCA6","1stExon; 5'UTR"
"cg04710661",0.456633927446854,0.835553529457999,0.378919602011145,37.89,"Up","X",2848381,"ARSD","TSS1500"
"cg09907068",0.513457672171514,0.87949474602161,0.366037073850096,36.6,"Up","2",197159060,"HECW2","Body"
"cg24446326",0.39284595054441,0.757620055769132,0.364774105224722,36.48,"Up","20",19952018,"RIN2","Body"
"cg02032872",0.51096880198531,0.873830559234475,0.362861757249165,36.29,"Up","19",44260537,"C19orf61","TSS1500"
"cg06165982",0.524080770067933,0.886540850631345,0.362460080563412,36.25,"Up","2",240499816,"",""
"cg20860642",0.431618444173925,0.792656822604494,0.361038378430569,36.1,"Up","X",12883857,"TLR7","TSS1500"
"cg23497611",0.503761684371557,0.855876688909892,0.352115004538335,35.21,"Up","2",37985316,"",""
"cg03224812",0.503531126440451,0.850109844451916,0.346578718011465,34.66,"Up","12",3807404,"EFCAB4B","5'UTR"
"cg26338202",0.505657389766214,0.844906113566854,0.339248723800641,33.92,"Up","6",163768326,"",""
"cg07795766",0.601759622498004,0.937940400532043,0.336180778034039,33.62,"Up","22",45608516,"C22orf9","Body; TSS200"
"cg21935981",0.58525450758073,0.917931664117708,0.332677156536977,33.27,"Up","22",45608465,"C22orf9","Body; TSS200"
"cg01941278",0.504708424303887,0.833620492558791,0.328912068254904,32.89,"Up","5",71895997,"",""
"cg18010348",0.559761719082788,0.881979724723262,0.322218005640474,32.22,"Up","11",129154745,"",""
"cg18642425",0.586083627682867,0.907102496209573,0.321018868526706,32.1,"Up","7",6465799,"DAGLB","Body"
"cg20867674",0.478924233780189,0.797667075429695,0.318742841649507,31.87,"Up","6",163768411,"",""
"cg06694826",0.134463221982725,0.437521255730896,0.303058033748171,30.31,"Up","6",15675176,"",""
"cg11682858",0.559865732251542,0.8578931672263,0.298027434974758,29.8,"Up","11",15822333,"",""
"cg18770758",0.605778093724341,0.898388967932224,0.292610874207883,29.26,"Up","3",194650099,"",""
"cg14375050",0.601899170953882,0.89053492683239,0.288635755878508,28.86,"Up","4",108848533,"",""
"cg26971423",0.628158049802271,0.89980169856722,0.27164364876495,27.16,"Up","15",63785031,"",""
"cg27158011",0.59370359210996,0.864955142107293,0.271251549997333,27.13,"Up","15",33188759,"FMN1","Body"
"cg17890233",0.609875287902005,0.876545072925466,0.266669785023461,26.67,"Up","7",6465684,"DAGLB","Body"
"cg12458039",0.702504377056041,0.967019587048833,0.264515209992792,26.45,"Up","7",210075,"FAM20C","Body"
"cg15316734",0.621246807638404,0.881134155701514,0.25988734806311,25.99,"Up","12",6657949,"IFFO1","Body; 1stExon"
"cg20108872",0.639875083503577,0.89976567155183,0.259890588048252,25.99,"Up","7",127595297,"SND1","Body"
"cg16620283",0.667051127886582,0.923257224612163,0.256206096725581,25.62,"Up","2",203155849,"SNORD11B; NOP58","TSS200; Body"
"cg05141695",0.713590856153143,0.965483965314982,0.251893109161839,25.19,"Up","6",341180,"DUSP22","Body"
"cg15929771",0.659867341596345,0.91032232255556,0.250454980959215,25.05,"Up","1",12466185,"VPS13D","Body"
"cg11298524",0.637962278383464,0.883477504023722,0.245515225640258,24.55,"Up","10",17118624,"CUBN","Body"
"cg18231025",0.610785345043601,0.855574880371689,0.244789535328088,24.48,"Up","1",59573471,"",""
"cg25214561",0.613507900511066,0.856513680832666,0.243005780321601,24.3,"Up","3",11494984,"ATG7","Body"
"cg18405880",0.632791787499066,0.858639141347234,0.225847353848168,22.58,"Up","3",63978545,"ATXN7","Body"
"cg17324671",0.717349103443417,0.940340598785513,0.222991495342096,22.3,"Up","2",148404745,"",""
"cg14781778",0.647580876898606,0.870144156934969,0.222563280036363,22.26,"Up","22",45608692,"C22orf9","Body; TSS1500"
"cg04934519",0.649162160439373,0.871051575146111,0.221889414706738,22.19,"Up","1",185303447,"",""
"cg23952578",0.749963819392204,0.969887707541261,0.219923888149057,21.99,"Up","1",116371871,"",""
"cg08268692",0.696844911237417,0.902406705320128,0.205561794082711,20.56,"Up","11",76998832,"GDPD4","TSS1500"
"cg00383081",0.696391580502072,0.897710162641848,0.201318582139776,20.13,"Up","1",182362088,"GLUL","TSS1500"
"cg12251779",0.633547553553187,0.823371043535171,0.189823489981984,18.98,"Up","22",45608440,"C22orf9","Body; TSS200"
"cg17827328",0.782777134363842,0.970158689210926,0.187381554847084,18.74,"Up","1",36817299,"STK40","Body"
"cg17936145",0.740824389871703,0.921046494938714,0.180222105067011,18.02,"Up","10",91067374,"IFIT2","3'UTR"
"cg16288101",0.696924895227582,0.870071011595693,0.173146116368111,17.31,"Up","14",88621538,"",""
"cg25458147",0.712566085032352,0.883846478096949,0.171280393064598,17.13,"Up","20",1919852,"SIRPA","3'UTR"
"cg13319841",0.747153524472786,0.910884824975454,0.163731300502668,16.37,"Up","20",42282773,"",""
"cg06294954",0.715726890572386,0.877028941927595,0.161302051355209,16.13,"Up","7",101789639,"CUX1","Body"
"cg02524336",0.651934900350156,0.789961028613765,0.138026128263609,13.8,"Up","5",81708454,"",""
"cg06351055",0.778415161461918,0.913012249449323,0.134597087987405,13.46,"Up","7",143080652,"ZYX","Body"
"cg21223341",0.843945475515552,0.976489937096844,0.132544461581292,13.25,"Up","9",136653337,"VAV2","Body"
"cg19716542",0.757170600519811,0.88546668165606,0.12829608113625,12.83,"Up","1",52302074,"MIR761; NRD1","TSS200; Body"
"cg27299526",0.76626825679368,0.880895636233081,0.114627379439401,11.46,"Up","12",6657744,"IFFO1","Body"
"cg20078807",0.799235674216138,0.909063616571062,0.109827942354924,10.98,"Up","22",45608713,"C22orf9","Body; TSS1500"
"cg06400255",0.779502443706816,0.886806286479018,0.107303842772202,10.73,"Up","16",30063046,"ALDOA","TSS1500"
"cg05306029",0.81587390853372,0.920798363351344,0.104924454817624,10.49,"Up","2",102117488,"",""
"cg13152501",0.805675449233665,0.900867821833333,0.0951923725996685,9.52,"Up","7",98626398,"SMURF1","3'UTR"
"cg01498219",0.834211358070457,0.915162855497408,0.0809514974269513,8.1,"Up","7",2812373,"GNA12","Body"
"cg17812026",0.964256287588144,0.990645702305063,0.0263894147169197,2.64,"Up","17",1494379,"SLC43A2","Body"
