IlmnID,CD19.mean,other.mean,abs_diff,percent_diff,change,CHR,MAPINFO,gene,feature,CellType
cg18590995,0.092333896154716,0.819390289074473,0.727056392919757,72.71,Up,1,226558496,PARP1,Body,CD19
cg23730277,0.169407989881326,0.896303306913867,0.726895317032541,72.69,Up,4,102734752,BANK1,Body; TSS1500,CD19
cg03860768,0.103035336406309,0.827384662940986,0.724349326534677,72.43,Up,8,11351571,BLK,5'UTR; 1stExon,CD19
cg25838060,0.158863941069603,0.883166849974688,0.724302908905085,72.43,Up,7,139932729,,,CD19
cg16185947,0.117867669249661,0.838921713235581,0.72105404398592,72.11,Up,19,48689918,,,CD19
cg03337918,0.194895077462477,0.91485964733102,0.719964569868544,72,Up,8,96148290,PLEKHF2,5'UTR,CD19
cg04947949,0.193476150904949,0.910527194058223,0.717051043153274,71.71,Up,10,49892203,WDFY4,TSS1500,CD19
cg19260718,0.15101257934992,0.866563169340308,0.715550589990388,71.56,Up,11,75989014,,,CD19
cg18664915,0.142172056023985,0.857610195740579,0.715438139716594,71.54,Up,7,1043861,C7orf50,Body,CD19
cg00104562,0.128057538751323,0.841417699451823,0.7133601607005,71.34,Up,19,7767229,FCER2,TSS200,CD19
cg01463110,0.135772017225737,0.846895451559816,0.711123434334079,71.11,Up,Y,14648161,,,CD19
cg11699517,0.23430351009102,0.945128976735827,0.710825466644806,71.08,Up,17,79419796,BAHCC1,Body,CD19
cg22281206,0.17111692737799,0.881864734636136,0.710747807258146,71.07,Up,22,31522176,INPP5J,Body,CD19
cg13712154,0.139491692216138,0.848964447882184,0.709472755666046,70.95,Up,X,95939171,DIAPH2,TSS1500,CD19
cg00867406,0.249278347431885,0.958352023337591,0.709073675905706,70.91,Up,16,89997889,TUBB3,Body,CD19
cg27058221,0.181330206575389,0.889988594706002,0.708658388130613,70.87,Up,16,14766421,PLA2G10,3'UTR,CD19
cg10667102,0.254008930408771,0.961747577548663,0.707738647139893,70.77,Up,19,1265458,,,CD19
cg22793142,0.157300416190314,0.864994253524768,0.707693837334453,70.77,Up,1,207995752,LOC148696,Body,CD19
cg07841371,0.196933223285206,0.901455325585111,0.704522102299905,70.45,Up,1,1114912,TTLL10,Body; TSS200,CD19
cg11199827,0.226731099442247,0.930201202728062,0.703470103285816,70.35,Up,10,49881056,,,CD19
cg20452738,0.176776572902929,0.880058450281495,0.703281877378565,70.33,Up,1,226828650,ITPKB,Body,CD19
cg13823257,0.15530897481554,0.857737260271258,0.702428285455718,70.24,Up,9,35666823,,,CD19
cg16085171,0.202819263057057,0.904006116809013,0.701186853751956,70.12,Up,12,123569118,PITPNM2,5'UTR,CD19
cg04576021,0.15019574798039,0.848697911700843,0.698502163720452,69.85,Up,6,32784255,HLA-DOB,Body,CD19
cg17774764,0.111053972746948,0.808522643562903,0.697468670815955,69.75,Up,19,50921551,SPIB,TSS1500,CD19
cg08842021,0.166080214301657,0.863209187407855,0.697128973106198,69.71,Up,6,45481731,RUNX2,Body,CD19
cg00227665,0.123960319027665,0.818351749730742,0.694391430703077,69.44,Up,16,87735443,LOC100129637,Body,CD19
cg11375112,0.173669300038109,0.867691529748642,0.694022229710533,69.4,Up,12,11883006,ETV6,Body,CD19
cg14579184,0.140573157050483,0.834513130272174,0.693939973221691,69.39,Up,17,80873365,TBCD,Body,CD19
cg10443421,0.116788366999066,0.810010946573728,0.693222579574663,69.32,Up,16,56644991,,,CD19
cg12400702,0.218940144311226,0.912004849372512,0.693064705061286,69.31,Up,3,12838781,CAND2,Body,CD19
cg00178728,0.170656538133756,0.862453721298075,0.691797183164319,69.18,Up,4,22516158,GPR125,Body,CD19
cg13103051,0.145507772174853,0.836330088528764,0.690822316353911,69.08,Up,18,44260790,ST8SIA5,Body,CD19
cg02051688,0.179209545267003,0.869729244608287,0.690519699341284,69.05,Up,11,111568985,SIK2,Body,CD19
cg04190888,0.19220375313919,0.881351751098172,0.689147997958981,68.91,Up,10,49879914,,,CD19
cg26318872,0.218214279542674,0.905102756096027,0.686888476553353,68.69,Up,14,104158729,KLC1,Body,CD19
cg23948703,0.181000642469434,0.866792013517986,0.685791371048553,68.58,Up,17,42928238,EFTUD2,3'UTR,CD19
cg01868869,0.197767909478428,0.88289392469485,0.685126015216422,68.51,Up,14,50866735,,,CD19
cg17812123,0.231500863294806,0.916645687841079,0.685144824546273,68.51,Up,15,101696922,,,CD19
cg07836226,0.178040938173156,0.859161672658453,0.681120734485297,68.11,Up,1,8687954,RERE,Body,CD19
cg17622855,0.184301594810983,0.864051981798763,0.67975038698778,67.98,Up,6,157982358,ZDHHC14,Body,CD19
cg18495884,0.171633256353745,0.84893912540904,0.677305869055295,67.73,Up,7,2020099,MAD1L1,Body,CD19
cg11020333,0.264036810891043,0.940781698931552,0.676744888040509,67.67,Up,7,2861855,GNA12,Body,CD19
cg13125224,0.105733305213363,0.78230515124567,0.676571846032308,67.66,Up,6,6587445,LY86; LOC285780,TSS1500; Body,CD19
cg07262620,0.192201324412445,0.8673795941334,0.675178269720955,67.52,Up,2,47982632,,,CD19
cg15242630,0.160078041560867,0.834612198095592,0.674534156534725,67.45,Up,22,18488478,MICAL3,5'UTR,CD19
cg20604028,0.212838221279872,0.886956092524388,0.674117871244516,67.41,Up,8,29413587,,,CD19
cg20510988,0.085271056181517,0.759108184952557,0.67383712877104,67.38,Up,6,88851522,CNR1,3'UTR,CD19
cg01591579,0.272731000472253,0.946105006031589,0.673374005559336,67.34,Up,2,234111145,INPP5D,Body,CD19
cg22984894,0.158695732689527,0.832140174353882,0.673444441664354,67.34,Up,10,4163631,,,CD19
cg03794491,0.234311567349232,0.907501111290081,0.67318954394085,67.32,Up,6,32783387,HLA-DOB,Body,CD19
cg04103645,0.151351831554075,0.823137801717948,0.671785970163874,67.18,Up,13,51898948,,,CD19
cg00113020,0.235013396803624,0.906641851587475,0.67162845478385,67.16,Up,19,55173482,LILRB4,TSS1500,CD19
cg20943999,0.278822667821151,0.949473654622215,0.670650986801064,67.07,Up,11,85453669,SYTL2,Body,CD19
cg07145038,0.192039773422539,0.862314456530299,0.67027468310776,67.03,Up,5,55374514,,,CD19
cg17120366,0.258608790341041,0.928594343651396,0.669985553310356,67,Up,10,28571322,MPP7,TSS1500,CD19
cg10443971,0.198257746670187,0.866120511031484,0.667862764361297,66.79,Up,11,47287606,NR1H3,Body,CD19
cg21997986,0.177345986021896,0.845035954641315,0.667689968619418,66.77,Up,4,102745414,BANK1,Body; 5'UTR,CD19
cg02095334,0.140922487309072,0.804742618537367,0.663820131228295,66.38,Up,6,33138108,COL11A2,Body,CD19
cg10168330,0.123541928763713,0.787280464680924,0.663738535917212,66.37,Up,8,27262164,PTK2B,Body,CD19
cg17581870,0.203209756875934,0.866697750600727,0.663487993724793,66.35,Up,7,1062965,C7orf50; MIR339,Body; TSS1500,CD19
cg16325984,0.189791417638934,0.852756728623724,0.66296531098479,66.3,Up,2,240291068,HDAC4,5'UTR,CD19
cg16698623,0.183814774406554,0.845261389119226,0.661446614712672,66.14,Up,10,131412968,MGMT,Body,CD19
cg02585724,0.134137640950054,0.795344953741946,0.661207312791892,66.12,Up,15,81116461,KIAA1199,5'UTR,CD19
cg14102807,0.138558410870728,0.798271344481026,0.659712933610298,65.97,Up,16,28943677,CD19,Body,CD19
cg23344706,0.196579365212332,0.854857067963603,0.658277702751271,65.83,Up,3,172593877,,,CD19
cg19861842,0.211613595771733,0.868731360137012,0.657117764365279,65.71,Up,8,22855745,RHOBTB2,Body; TSS1500,CD19
cg08961187,0.222121816947485,0.878890867484243,0.656769050536758,65.68,Up,6,37648275,MDGA1,Body,CD19
cg17304531,0.215485681740168,0.871775654624959,0.65628997288479,65.63,Up,3,197401639,MIR922; KIAA0226,TSS200; 3'UTR,CD19
cg26635451,0.23078677604083,0.886298000424766,0.655511224383936,65.55,Up,12,89749142,,,CD19
cg00770471,0.217768632575338,0.873154826270853,0.655386193695515,65.54,Up,4,39637530,C4orf34,5'UTR,CD19
cg24710951,0.181503749266585,0.836741152140118,0.655237402873533,65.52,Up,6,30656530,KIAA1949; NRM,TSS1500; Body,CD19
cg10729706,0.203925666779034,0.856999949451123,0.653074282672089,65.31,Up,X,118830530,,,CD19
cg24045212,0.130372749192742,0.78237060442386,0.651997855231118,65.2,Up,7,2020131,MAD1L1,Body,CD19
cg03324175,0.165012956979177,0.816097079654613,0.651084122675436,65.11,Up,11,61124464,CYBASC3,TSS200; 5'UTR; Body,CD19
cg06288355,0.167009970328963,0.817847872353237,0.650837902024275,65.08,Up,11,36589379,RAG1,TSS200,CD19
cg21494075,0.19372759138887,0.84430600986141,0.65057841847254,65.06,Up,11,129817717,PRDM10,TSS1500; Body,CD19
cg26826183,0.196836265010436,0.84733699628645,0.650500731276014,65.05,Up,19,10231701,EIF3G,TSS1500,CD19
cg06372779,0.252953437781995,0.897655796937056,0.644702359155062,64.47,Up,7,24972527,OSBPL3,5'UTR,CD19
cg19149132,0.309770543125896,0.953990810542911,0.644220267417015,64.42,Up,10,130854436,,,CD19
cg26284388,0.276486735533705,0.919335631973732,0.642848896440028,64.28,Up,10,126289835,LHPP,Body,CD19
cg16411445,0.308749305599689,0.950304638539941,0.641555332940252,64.16,Up,21,40145923,NCRNA00114,TSS1500,CD19
cg04289069,0.236224234666841,0.876224573200172,0.640000338533331,64,Up,10,14968808,DCLRE1C,Body,CD19
cg19931733,0.228239423795543,0.867258281988716,0.639018858193173,63.9,Up,2,30382574,YPEL5,3'UTR,CD19
cg24777505,0.255204259071864,0.894063080651866,0.638858821580002,63.89,Up,17,80829604,TBCD,Body,CD19
cg26946905,0.253505694651938,0.889656498114226,0.636150803462288,63.62,Up,16,89441595,ANKRD11,5'UTR,CD19
cg14508705,0.27806588595893,0.910237181447867,0.632171295488937,63.22,Up,1,172360182,DNM3,Body,CD19
cg13443938,0.122562179072386,0.75464651491772,0.632084335845334,63.21,Up,1,4087214,,,CD19
cg17983657,0.23448094237172,0.866508398544014,0.632027456172294,63.2,Up,11,64187747,,,CD19
cg23275914,0.213043855814401,0.844398224171451,0.63135436835705,63.14,Up,1,1114914,TTLL10,Body; TSS200,CD19
cg01758575,0.142787564753839,0.773804761426038,0.631017196672199,63.1,Up,16,28943288,CD19,1stExon; 5'UTR,CD19
cg03730703,0.252069437849179,0.880865362779904,0.628795924930725,62.88,Up,1,160173841,PEA15,TSS1500,CD19
cg03969079,0.328186694698275,0.956463112785731,0.628276418087456,62.83,Up,10,63759909,ARID5B,Body,CD19
cg18749990,0.22914959980799,0.857447466396951,0.628297866588962,62.83,Up,3,35678023,,,CD19
cg18452449,0.138329213772755,0.764062798998539,0.625733585225784,62.57,Up,3,52260671,TLR9,TSS1500,CD19
cg02393092,0.269460482198489,0.89410564091283,0.624645158714341,62.46,Up,9,131444897,SET,TSS1500,CD19
cg13471712,0.172745822360183,0.796493772071869,0.623747949711686,62.37,Up,11,45952237,PHF21A,3'UTR,CD19
cg27627493,0.187363312346353,0.80951767873505,0.622154366388696,62.22,Up,15,63767360,,,CD19
cg02092514,0.301704511159791,0.923345057136529,0.621640545976738,62.16,Up,17,80873656,TBCD,Body,CD19
cg10605766,0.28171834049583,0.902361565034447,0.620643224538617,62.06,Up,3,121512184,IQCB1,Body,CD19
cg07877964,0.23757370505243,0.858026626732516,0.620452921680087,62.05,Up,16,9023363,USP7,Body,CD19
cg02309230,0.140299540405906,0.759969960911937,0.619670420506031,61.97,Up,6,4612064,,,CD19
cg16661609,0.229046037229698,0.845940644220094,0.616894606990396,61.69,Up,19,55172983,LILRB4,TSS1500,CD19
cg04346861,0.270230445867864,0.886285096987667,0.616054651119803,61.61,Up,2,240291097,HDAC4,5'UTR,CD19
cg19263161,0.300652602598133,0.916751647788896,0.616099045190762,61.61,Up,7,1144982,C7orf50,Body,CD19
cg02630207,0.238191372191558,0.853969391622936,0.615778019431378,61.58,Up,2,45839653,SRBD1,TSS1500,CD19
cg19488149,0.264410688135095,0.877447418071073,0.613036729935977,61.3,Up,6,89322387,RNGTT,3'UTR,CD19
cg07652788,0.294787692129642,0.907026921945011,0.612239229815369,61.22,Up,10,133598589,,,CD19
cg27224881,0.284012768463813,0.895930759152313,0.6119179906885,61.19,Up,15,33191698,FMN1,Body,CD19
cg18085787,0.202859902324709,0.814380655664324,0.611520753339615,61.15,Up,Y,14646665,,,CD19
cg04232098,0.246840514807612,0.857150485172055,0.610309970364443,61.03,Up,3,112607776,,,CD19
cg03786808,0.172856017386987,0.783054780692929,0.610198763305941,61.02,Up,17,41994384,C17orf88,TSS200,CD19
cg05623815,0.214750845025007,0.821116647176984,0.606365802151978,60.64,Up,10,114602832,,,CD19
cg08163918,0.275837733138464,0.881794649128158,0.605956915989693,60.6,Up,12,57628654,SHMT2,3'UTR; Body,CD19
cg00893424,0.287672719705051,0.893254228492931,0.60558150878788,60.56,Up,13,23919407,SACS,Body,CD19
cg10278046,0.287159292940749,0.892445286998435,0.605285994057687,60.53,Up,16,4802848,ZNF500,Body,CD19
cg06083001,0.299181052771399,0.904200678109273,0.605019625337874,60.5,Up,1,41478189,CTPS,3'UTR,CD19
cg02053451,0.260589017095621,0.865154077848043,0.604565060752422,60.46,Up,2,47922605,,,CD19
cg00409309,0.22496696507773,0.828358601273829,0.603391636196099,60.34,Up,6,32783551,HLA-DOB,Body,CD19
cg26574610,0.20833352659711,0.810034473473048,0.601700946875938,60.17,Up,22,24095989,VPREB3,Body,CD19
cg13503476,0.102221870722103,0.701665786366033,0.59944391564393,59.94,Up,1,113599742,,,CD19
cg13738075,0.178943716165094,0.777906327630011,0.598962611464918,59.9,Up,13,114793125,RASA3,Body,CD19
cg18933943,0.284703567440705,0.881764546230497,0.597060978789792,59.71,Up,4,157770752,PDGFC,Body,CD19
cg22301418,0.316084512208203,0.913124994881513,0.59704048267331,59.7,Up,13,113514151,ATP11A,Body,CD19
cg02167837,0.171831856312234,0.766584623227022,0.594752766914789,59.48,Up,14,101535205,,,CD19
cg16706613,0.265633292003947,0.859620658610938,0.593987366606991,59.4,Up,12,52423671,,,CD19
cg26534812,0.227417867855995,0.819715847192252,0.592297979336257,59.23,Up,17,75524155,,,CD19
cg06794543,0.29451997699227,0.886102111220961,0.591582134228692,59.16,Up,15,42749748,ZFP106,TSS200,CD19
cg18072687,0.257524381619255,0.849006665897714,0.591482284278459,59.15,Up,11,2406272,CD81,Body,CD19
cg26870057,0.270260924266146,0.860338347670997,0.590077423404852,59.01,Up,2,118947242,,,CD19
cg14875327,0.3520460633597,0.938312056337771,0.586265992978071,58.63,Up,3,197081654,,,CD19
cg10462187,0.088381567247938,0.674363942957596,0.585982375709657,58.6,Up,10,124067402,BTBD16,Body,CD19
cg00326300,0.216377576744367,0.80205038371526,0.585672806970893,58.57,Up,1,33772032,,,CD19
cg22192069,0.299177745060525,0.884649630577383,0.585471885516857,58.55,Up,6,13305324,TBC1D7,3'UTR,CD19
cg05859441,0.22753236127237,0.812141820534279,0.584609459261909,58.46,Up,16,24989662,ARHGAP17,Body,CD19
cg12534645,0.133532973159832,0.718052312545065,0.584519339385233,58.45,Up,5,149636295,CAMK2A,Body,CD19
cg25589371,0.244147420806548,0.827936040091243,0.583788619284695,58.38,Up,7,2477790,,,CD19
cg13475995,0.120082590645312,0.703428775044322,0.58334618439901,58.33,Up,10,5882576,,,CD19
cg08102294,0.227101060672452,0.810227756210047,0.583126695537595,58.31,Up,3,13063918,IQSEC1,Body,CD19
cg10854528,0.360513375048606,0.94339690951055,0.582883534461945,58.29,Up,2,54855934,SPTBN1,Body,CD19
cg25263238,0.267207289267904,0.850064668632445,0.582857379364542,58.29,Up,10,98031750,BLNK,TSS1500,CD19
cg02087075,0.211136957134913,0.792442323817039,0.581305366682126,58.13,Up,6,44226395,SLC35B2; NFKBIE,TSS1500; 3'UTR,CD19
cg00682125,0.307096921335636,0.887426770420284,0.580329849084648,58.03,Up,6,20999098,CDKAL1,Body,CD19
cg16397077,0.312359666515972,0.892476730668315,0.580117064152342,58.01,Up,X,106146809,CLDN2; RIPPLY1,5'UTR; TSS1500,CD19
cg05613017,0.331375897583612,0.910755639991831,0.579379742408219,57.94,Up,12,65589446,LEMD3,Body,CD19
cg19171272,0.306760794172816,0.884120470504652,0.577359676331836,57.74,Up,22,38449367,,,CD19
cg27236007,0.275951782682263,0.850729040560639,0.574777257878376,57.48,Up,2,33755653,RASGRP3,Body,CD19
cg19610383,0.294733175834317,0.869162029320738,0.574428853486421,57.44,Up,8,26485445,DPYSL2,Body,CD19
cg16194437,0.28964150045188,0.86101845001686,0.57137694956498,57.14,Up,7,94185174,CASD1,3'UTR,CD19
cg00362381,0.317894967424199,0.884009686278178,0.566114718853979,56.61,Up,16,665320,RAB40C,Body,CD19
cg14078070,0.238390015876168,0.804155086689861,0.565765070813693,56.58,Up,6,167051518,RPS6KA2,Body,CD19
cg00511027,0.296594128239384,0.862235163731781,0.565641035492397,56.56,Up,7,1062887,C7orf50; MIR339,Body; TSS1500,CD19
cg05119467,0.294997200076147,0.858141798040335,0.563144597964188,56.31,Up,1,1765440,GNB1,5'UTR,CD19
cg13545633,0.219865728794723,0.782913158010989,0.563047429216266,56.3,Up,17,75524350,,,CD19
cg14866547,0.286631955976832,0.848009316524411,0.561377360547578,56.14,Up,6,133636216,EYA4,Body,CD19
cg22458693,0.310546895676997,0.871352360849494,0.560805465172497,56.08,Up,19,55173503,LILRB4,TSS1500,CD19
cg07912723,0.306741610377727,0.866037796897776,0.559296186520049,55.93,Up,1,2032058,PRKCZ,Body; 5'UTR,CD19
cg01741999,0.11957693988434,0.677366436453559,0.557789496569219,55.78,Up,2,219137824,PNKD,Body,CD19
cg03922146,0.32546222053791,0.882220487329832,0.556758266791922,55.68,Up,6,30656499,KIAA1949; NRM,TSS1500; Body,CD19
cg10498814,0.347923142049173,0.904148122124148,0.556224980074975,55.62,Up,2,86142098,,,CD19
cg05234415,0.154768261041618,0.710594863167891,0.555826602126273,55.58,Up,19,38743744,PPP1R14A,Body,CD19
cg09432758,0.233198297476035,0.787906913402592,0.554708615926557,55.47,Up,19,1649123,TCF3,Body,CD19
cg21720802,0.226964510585712,0.776658313415438,0.549693802829726,54.97,Up,11,66232921,PELI3,TSS1500,CD19
cg11051295,0.330733214948117,0.879999883194299,0.549266668246182,54.93,Up,4,185876283,,,CD19
cg09437994,0.395377881928672,0.943300959909152,0.54792307798048,54.79,Up,16,89035147,CBFA2T3,Body,CD19
cg27597505,0.213252177534705,0.758314867490751,0.545062689956046,54.51,Up,12,54148217,,,CD19
cg06452129,0.34420672869617,0.888454612489192,0.544247883793022,54.42,Up,16,85265566,,,CD19
cg13826666,0.395425607226426,0.937373697249242,0.541948090022816,54.19,Up,9,136600241,SARDH,5'UTR,CD19
cg17157198,0.360676576897026,0.898384969522507,0.537708392625481,53.77,Up,7,50367171,IKZF1,Body,CD19
cg12453504,0.314256835197492,0.851286712514954,0.537029877317462,53.7,Up,4,185382704,IRF2,5'UTR,CD19
cg00471368,0.316026452935182,0.850910897243824,0.534884444308642,53.49,Up,16,81817629,PLCG2,5'UTR,CD19
cg01259220,0.322185196424419,0.852853659487973,0.530668463063554,53.07,Up,7,914964,C7orf20,TSS1500,CD19
cg04848693,0.385405355467007,0.915990701038947,0.530585345571941,53.06,Up,7,2078786,MAD1L1,Body,CD19
cg07979271,0.308562460717301,0.839004078722532,0.530441618005231,53.04,Up,19,50921353,SPIB,TSS1500,CD19
cg11256132,0.37352784927245,0.902460191354252,0.528932342081803,52.89,Up,1,244515893,C1orf100,TSS200,CD19
cg16931707,0.401630215601668,0.928965427606934,0.527335212005266,52.73,Up,12,42873202,PRICKLE1,5'UTR,CD19
cg02294870,0.313228663840348,0.839455276821901,0.526226612981553,52.62,Up,17,41479663,,,CD19
cg19846040,0.391918612372253,0.914887913252371,0.522969300880118,52.3,Up,2,55015049,EML6,Body,CD19
cg12807237,0.238807942052747,0.756015871736813,0.517207929684066,51.72,Up,10,134729045,,,CD19
cg22685009,0.361512599061248,0.876255963043389,0.514743363982141,51.47,Up,5,71597700,MRPS27,Body,CD19
cg27060355,0.398461228858138,0.912025208092929,0.513563979234791,51.36,Up,2,40590871,SLC8A1,Body,CD19
cg25183263,0.31578092724508,0.825861667198257,0.510080739953177,51.01,Up,17,25949090,KSR1,3'UTR,CD19
cg09997532,0.366772928712333,0.875743287580363,0.50897035886803,50.9,Up,4,11403999,HS3ST1,5'UTR,CD19
cg02723774,0.352987989519782,0.861562701957227,0.508574712437445,50.86,Up,17,1378119,MYO1C,Body,CD19
cg06443678,0.455636531690541,0.963259279277737,0.507622747587197,50.76,Up,17,55785087,,,CD19
cg22688656,0.350135791568298,0.857647894307217,0.507512102738918,50.75,Up,13,109812464,MYO16,Body,CD19
cg25643229,0.21776759645336,0.725108038131981,0.50734044167862,50.73,Up,5,139120209,,,CD19
cg09426937,0.276569573337605,0.781991615713137,0.505422042375532,50.54,Up,16,70453185,ST3GAL2,5'UTR,CD19
cg17477946,0.381644508370769,0.886874833028727,0.505230324657958,50.52,Up,17,80818599,TBCD,Body,CD19
cg14741870,0.375556761254818,0.87607332326862,0.500516562013803,50.05,Up,6,30174091,TRIM26,5'UTR,CD19
