Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Domain	PS51714	G_BMS1	PROSITE	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	TSR1
Domain	IPR019474	Ub_conjug_fac_E4_core	InterPro	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	UBE4A
Domain	IPR004766	TM_rcpt_patched	InterPro	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	PTCH1
Domain	IPR032101	Axin_TNKS-bd	InterPro	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	AXIN2
Domain	PF11628	TCR_zetazeta	Pfam	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	CD247
Domain	IPR021663	CD3_zeta/IgE_Fc_rcpt_gamma	InterPro	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	CD247
Domain	IPR016237	Ser/Thr_kin_STPK_Ulk-1/2	InterPro	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	ULK1
Domain	IPR007034	BMS1_TSR1_C	InterPro	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	TSR1
Domain	IPR012948	AARP2CN	InterPro	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	TSR1
Domain	SM01362	DUF663	SMART	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	TSR1
Domain	PF08833	Axin_b-cat_bind	Pfam	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	AXIN2
Domain	IPR030387	G_Bms1/Tsr1_dom	InterPro	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	TSR1
Domain	PF08142	AARP2CN	Pfam	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	TSR1
Domain	PF12063	DUF3543	Pfam	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	ULK1
Domain	IPR013938	PDEase_PDE8	InterPro	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	PDE8A
Domain	IPR022708	Ser/Thr_kinase_C	InterPro	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	ULK1
Domain	PF10408	Ufd2P_core	Pfam	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	UBE4A
Domain	SM00785	AARP2CN	SMART	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	TSR1
Domain	IPR014936	Axin_b-cat-bd	InterPro	3.626E-3	1.000E0	2.649E-2	1.711E-1	1	2	AXIN2
Domain	SM00143	PI3K_p85B	SMART	5.435E-3	1.000E0	3.671E-2	2.371E-1	1	3	PIK3CD
Domain	PS00165	DEHYDRATASE_SER_THR	PROSITE	5.435E-3	1.000E0	3.671E-2	2.371E-1	1	3	SRR
Domain	IPR000634	Ser/Thr_deHydtase_PyrdxlP-BS	InterPro	5.435E-3	1.000E0	3.671E-2	2.371E-1	1	3	SRR
Domain	PF02192	PI3K_p85B	Pfam	5.435E-3	1.000E0	3.671E-2	2.371E-1	1	3	PIK3CD
Domain	PS51544	PI3K_ABD	PROSITE	7.240E-3	1.000E0	4.189E-2	2.706E-1	1	4	PIK3CD
Domain	IPR003113	PI3K_adapt-bd_dom	InterPro	7.240E-3	1.000E0	4.189E-2	2.706E-1	1	4	PIK3CD
Domain	IPR000076	KCL_cotranspt	InterPro	7.240E-3	1.000E0	4.189E-2	2.706E-1	1	4	SLC12A7
Domain	SM00406	IGv	SMART	8.377E-3	1.000E0	4.189E-2	2.706E-1	2	76	CD8A,CD8B
Domain	PS50026	EGF_3	PROSITE	8.856E-3	1.000E0	4.189E-2	2.706E-1	3	236	FBLN2,CD248,TNXB
Domain	SM00181	EGF	SMART	8.856E-3	1.000E0	4.189E-2	2.706E-1	3	236	FBLN2,CD248,TNXB
Domain	IPR000742	EGF-like_dom	InterPro	1.036E-2	1.000E0	4.189E-2	2.706E-1	3	250	FBLN2,CD248,TNXB
Domain	PF07645	EGF_CA	Pfam	1.062E-2	1.000E0	4.189E-2	2.706E-1	2	86	FBLN2,CD248
Domain	PF06743	FAST_1	Pfam	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TBRG4
Domain	IPR013584	RAP	InterPro	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TBRG4
Domain	SM01343	FATC	SMART	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TRRAP
Domain	IPR003151	PIK-rel_kinase_FAT	InterPro	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TRRAP
Domain	PS51190	FATC	PROSITE	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TRRAP
Domain	PF08368	FAST_2	Pfam	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TBRG4
Domain	IPR014009	PIK_FAT	InterPro	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TRRAP
Domain	IPR010622	FAST_Leu-rich	InterPro	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TBRG4
Domain	PS51189	FAT	PROSITE	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TRRAP
Domain	IPR014837	EF-hand_Ca_insen	InterPro	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	ACTN1
Domain	IPR003152	FATC_dom	InterPro	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TRRAP
Domain	PF08726	EFhand_Ca_insen	Pfam	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	ACTN1
Domain	PF08373	RAP	Pfam	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TBRG4
Domain	IPR016239	Ribosomal_S6_kinase_II	InterPro	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	RPS6KA2
Domain	IPR013579	FAST_2	InterPro	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TBRG4
Domain	PS51286	RAP	PROSITE	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TBRG4
Domain	PF02259	FAT	Pfam	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TRRAP
Domain	SM00952	RAP	SMART	1.084E-2	1.000E0	4.189E-2	2.706E-1	1	6	TBRG4
Domain	PS00022	EGF_1	PROSITE	1.104E-2	1.000E0	4.189E-2	2.706E-1	3	256	FBLN2,CD248,TNXB
Domain	IPR013032	EGF-like_CS	InterPro	1.175E-2	1.000E0	4.189E-2	2.706E-1	3	262	FBLN2,CD248,TNXB
Domain	PS01186	EGF_2	PROSITE	1.224E-2	1.000E0	4.189E-2	2.706E-1	3	266	FBLN2,CD248,TNXB
Domain	1.10.533.10	-	Gene3D	1.233E-2	1.000E0	4.189E-2	2.706E-1	2	93	CASP10,NLRP6
Domain	IPR004842	SLC12A_fam	InterPro	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	SLC12A7
Domain	IPR000020	Anaphylatoxin/fibulin	InterPro	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	FBLN2
Domain	PS51698	U_BOX	PROSITE	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	UBE4A
Domain	SM00144	PI3K_rbd	SMART	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	PIK3CD
Domain	PS51546	PI3K_RBD	PROSITE	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	PIK3CD
Domain	PF05461	ApoL	Pfam	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	APOL3
Domain	PF00794	PI3K_rbd	Pfam	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	PIK3CD
Domain	IPR000341	PI3K_Ras-bd_dom	InterPro	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	PIK3CD
Domain	PF00778	DIX	Pfam	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	AXIN2
Domain	IPR001158	DIX	InterPro	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	AXIN2
Domain	SM00031	DED	SMART	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	CASP10
Domain	PS01177	ANAPHYLATOXIN_1	PROSITE	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	FBLN2
Domain	PF01335	DED	Pfam	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	CASP10
Domain	SM00104	ANATO	SMART	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	FBLN2
Domain	PS50841	DIX	PROSITE	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	AXIN2
Domain	PS50168	DED	PROSITE	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	CASP10
Domain	PF00291	PALP	Pfam	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	SRR
Domain	PF01821	ANATO	Pfam	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	FBLN2
Domain	PS01178	ANAPHYLATOXIN_2	PROSITE	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	FBLN2
Domain	IPR001875	DED_dom	InterPro	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	CASP10
Domain	PF02189	ITAM	Pfam	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	CD247
Domain	SM00021	DAX	SMART	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	AXIN2
Domain	IPR008405	ApoL	InterPro	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	APOL3
Domain	SM00077	ITAM	SMART	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	CD247
Domain	IPR001926	TrpB-like_PLP-dep	InterPro	1.264E-2	1.000E0	4.189E-2	2.706E-1	1	7	SRR
Domain	IPR018097	EGF_Ca-bd_CS	InterPro	1.336E-2	1.000E0	4.269E-2	2.757E-1	2	97	FBLN2,CD248
Domain	PS01187	EGF_CA	PROSITE	1.389E-2	1.000E0	4.269E-2	2.757E-1	2	99	FBLN2,CD248
Domain	IPR011029	DEATH-like_dom	InterPro	1.389E-2	1.000E0	4.269E-2	2.757E-1	2	99	CASP10,NLRP6
Domain	IPR020728	Bcl2_BH3_motif_CS	InterPro	1.443E-2	1.000E0	4.269E-2	2.757E-1	1	8	BIK
Domain	PF03522	SLC12	Pfam	1.443E-2	1.000E0	4.269E-2	2.757E-1	1	8	SLC12A7
Domain	IPR002420	PI3K_C2_dom	InterPro	1.443E-2	1.000E0	4.269E-2	2.757E-1	1	8	PIK3CD
Domain	PS51547	PI3K_C2	PROSITE	1.443E-2	1.000E0	4.269E-2	2.757E-1	1	8	PIK3CD
Domain	PF00792	PI3K_C2	Pfam	1.443E-2	1.000E0	4.269E-2	2.757E-1	1	8	PIK3CD
Domain	IPR001067	Nuc_translocat	InterPro	1.443E-2	1.000E0	4.269E-2	2.757E-1	1	8	ARNTL
Domain	SM00142	PI3K_C2	SMART	1.443E-2	1.000E0	4.269E-2	2.757E-1	1	8	PIK3CD
Domain	IPR018491	SLC12_C	InterPro	1.443E-2	1.000E0	4.269E-2	2.757E-1	1	8	SLC12A7
Domain	SM00504	Ubox	SMART	1.443E-2	1.000E0	4.269E-2	2.757E-1	1	8	UBE4A
Domain	PF04564	U-box	Pfam	1.443E-2	1.000E0	4.269E-2	2.757E-1	1	8	UBE4A
Domain	IPR000152	EGF-type_Asp/Asn_hydroxyl_site	InterPro	1.581E-2	1.000E0	4.548E-2	2.938E-1	2	106	FBLN2,CD248
Domain	PF00613	PI3Ka	Pfam	1.622E-2	1.000E0	4.548E-2	2.938E-1	1	9	PIK3CD
Domain	IPR003392	Ptc/Disp	InterPro	1.622E-2	1.000E0	4.548E-2	2.938E-1	1	9	PTCH1
Domain	PF02460	Patched	Pfam	1.622E-2	1.000E0	4.548E-2	2.938E-1	1	9	PTCH1
Domain	SM00145	PI3Ka	SMART	1.622E-2	1.000E0	4.548E-2	2.938E-1	1	9	PIK3CD
Domain	1.25.40.70	-	Gene3D	1.622E-2	1.000E0	4.548E-2	2.938E-1	1	9	PIK3CD
Domain	IPR011009	Kinase-like_dom	InterPro	1.626E-2	1.000E0	4.548E-2	2.938E-1	4	543	ULK1,TRRAP,PIK3CD,RPS6KA2
Domain	4.10.280.10	-	Gene3D	1.667E-2	1.000E0	4.626E-2	2.988E-1	2	109	ARNTL,LYL1
Domain	PF00010	HLH	Pfam	1.754E-2	1.000E0	4.705E-2	3.039E-1	2	112	ARNTL,LYL1
Domain	IPR003110	Phos_immunorcpt_sig_ITAM	InterPro	1.800E-2	1.000E0	4.705E-2	3.039E-1	1	10	CD247
Domain	IPR003613	Ubox_domain	InterPro	1.800E-2	1.000E0	4.705E-2	3.039E-1	1	10	UBE4A
Domain	PS51545	PIK_HELICAL	PROSITE	1.800E-2	1.000E0	4.705E-2	3.039E-1	1	10	PIK3CD
Domain	IPR001263	PInositide-3_kin_accessory_dom	InterPro	1.800E-2	1.000E0	4.705E-2	3.039E-1	1	10	PIK3CD
Domain	PS51055	ITAM_1	PROSITE	1.800E-2	1.000E0	4.705E-2	3.039E-1	1	10	CD247
Domain	IPR015433	PI_Kinase	InterPro	1.800E-2	1.000E0	4.705E-2	3.039E-1	1	10	PIK3CD
Domain	IPR008343	MKP	InterPro	1.800E-2	1.000E0	4.705E-2	3.039E-1	1	10	DUSP8
Domain	SM00353	HLH	SMART	1.904E-2	1.000E0	4.940E-2	3.191E-1	2	117	ARNTL,LYL1
Domain	PS50888	BHLH	PROSITE	1.935E-2	1.000E0	4.984E-2	3.219E-1	2	118	ARNTL,LYL1
Pathway	83080	T cell receptor signaling pathway	BioSystems: KEGG	5.742E-5	2.492E-2	2.148E-2	1.429E-1	4	103	CD247,CD8A,CD8B,PIK3CD
Pathway	138055	TCR signaling in naive CD8+ T cells	BioSystems: Pathway Interaction Database	1.314E-4	5.703E-2	2.148E-2	1.429E-1	3	48	CD247,CD8A,CD8B
Pathway	138018	Downstream signaling in naive CD8+ T cells	BioSystems: Pathway Interaction Database	1.485E-4	6.444E-2	2.148E-2	1.429E-1	3	50	CD247,CD8A,CD8B
Pathway	137922	IL12-mediated signaling events	BioSystems: Pathway Interaction Database	2.685E-4	1.165E-1	2.914E-2	1.938E-1	3	61	CD247,CD8A,CD8B
Pathway	M13247	T Cytotoxic Cell Surface Molecules	MSigDB C2 BIOCARTA (v5.1)	3.758E-4	1.631E-1	3.262E-2	2.170E-1	2	14	CD247,CD8A
Pathway	M19422	IL 17 Signaling Pathway	MSigDB C2 BIOCARTA (v5.1)	5.595E-4	2.428E-1	4.047E-2	2.692E-1	2	17	CD247,CD8A
Pubmed	3145195	A second subunit of CD8 is expressed in human T cells.	Pubmed	4.177E-7	1.304E-3	1.003E-4	8.648E-4	2	2	CD8A,CD8B
