Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Domain	1.10.418.10	-	Gene3D	2.100E-3	1.000E0	4.307E-2	2.977E-1	3	71	MICAL2,LRCH1,VAV2
Domain	PS50021	CH	PROSITE	2.274E-3	1.000E0	4.307E-2	2.977E-1	3	73	MICAL2,LRCH1,VAV2
Domain	IPR001715	CH-domain	InterPro	2.456E-3	1.000E0	4.307E-2	2.977E-1	3	75	MICAL2,LRCH1,VAV2
Domain	IPR006285	Atg7	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	ATG7
Domain	PS01284	TNASE_2	PROSITE	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	SND1
Domain	IPR030796	ICA1	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	ICA1
Domain	IPR030580	MTMR11	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	MTMR11
Domain	IPR001265	Formin_Cappuccino_subfam	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	FMN1
Domain	IPR033230	PRLR	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	PRLR
Domain	IPR028821	Na_channel_a11su	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	SCN11A
Domain	PS50830	TNASE_3	PROSITE	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	SND1
Domain	IPR031228	STON2	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	STON2
Domain	IPR033076	CD36_chordates	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	CD36
Domain	IPR016685	Silence_cplx_Nase-comp_TudorSN	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	SND1
Domain	IPR030106	PSTPIP2	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	PSTPIP2
Domain	IPR022699	Stonin2_N	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	STON2
Domain	PF00565	SNase	Pfam	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	SND1
Domain	PF16420	ATG7_N	Pfam	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	ATG7
Domain	IPR024124	Interferon-induced_IFIT2	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	IFIT2
Domain	SM00318	SNc	SMART	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	SND1
Domain	IPR027201	LAT4	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	SLC43A2
Domain	IPR032197	Atg7_N	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	ATG7
Domain	PF08172	CASP_C	Pfam	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	CUX1
Domain	IPR002987	NaCa_exhngr1	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	SLC8A1
Domain	IPR026880	TLR7	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	TLR7
Domain	IPR033372	TNIP1	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	TNIP1
Domain	IPR005444	VDCC_L_b2su	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	CACNB2
Domain	IPR012955	CASP_C	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	CUX1
Domain	IPR030308	FATP1	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	SLC27A1
Domain	IPR026719	ERICH1	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	ERICH1
Domain	IPR027302	Gln_synth_N_conserv_site	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	GLUL
Domain	IPR002389	AnnexinII	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	ANXA2
Domain	IPR024236	Ser/Thr_kinase_40	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	STK40
Domain	IPR028876	Cubilin	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	CUBN
Domain	IPR033229	BCL2L14	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	BCL2L14
Domain	IPR030368	ABCA6	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	ABCA6
Domain	IPR027303	Gln_synth_gly_rich_site	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	GLUL
Domain	PF12016	Stonin2_N	Pfam	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	STON2
Domain	IPR030706	ATXN7	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	ATXN7
Domain	IPR002071	Thermonucl_AS	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	SND1
Domain	IPR003977	Parkin	InterPro	3.589E-3	1.000E0	4.307E-2	2.977E-1	1	1	PRKN
Domain	PF00632	HECT	Pfam	4.174E-3	1.000E0	4.616E-2	3.191E-1	2	27	HECW2,SMURF1
Domain	IPR000569	HECT_dom	InterPro	4.174E-3	1.000E0	4.616E-2	3.191E-1	2	27	HECW2,SMURF1
Domain	PS50237	HECT	PROSITE	4.174E-3	1.000E0	4.616E-2	3.191E-1	2	27	HECW2,SMURF1
Domain	SM00119	HECTc	SMART	4.174E-3	1.000E0	4.616E-2	3.191E-1	2	27	HECW2,SMURF1
Domain	SM01230	Gln-synt_C	SMART	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	GLUL
Domain	PF07993	NAD_binding_4	Pfam	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	FAR1
Domain	PF04629	ICA69	Pfam	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	ICA1
Domain	PS00181	GLNA_ATP	PROSITE	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	GLUL
Domain	IPR000469	Gprotein_alpha_12/13	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	GNA12
Domain	IPR008147	Gln_synt_b-grasp	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	GLUL
Domain	PF16187	Peptidase_M16_M	Pfam	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	NRDC
Domain	PF00120	Gln-synt_C	Pfam	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	GLUL
Domain	PF01764	Lipase_3	Pfam	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	DAGLB
Domain	IPR022879	V-ATPase_su_B/beta	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	ATP6V1B2
Domain	IPR021171	Core_histone_macro-H2A	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	H2AFY
Domain	IPR013120	Male_sterile_NAD-bd	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	FAR1
Domain	PF03015	Sterile	Pfam	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	FAR1
Domain	IPR012974	NOP5_N	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	NOP58
Domain	IPR032632	Peptidase_M16_M	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	NRDC
Domain	IPR030427	MS4A6A/MS4A6E	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	MS4A6A
Domain	PS00180	GLNA_1	PROSITE	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	GLUL
Domain	IPR006723	Islet_autoAg_Ica1_C	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	ICA1
Domain	IPR026055	FAR	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	FAR1
Domain	PF03951	Gln-synt_N	Pfam	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	GLUL
Domain	IPR008146	Gln_synth_cat_dom	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	GLUL
Domain	PF16562	HECW_N	Pfam	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	HECW2
Domain	SM01237	ICA69	SMART	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	ICA1
Domain	IPR005723	ATPase_V1-cplx_bsu	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	ATP6V1B2
Domain	IPR024114	Islet_autoAg_Ica1/Ica1-like	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	ICA1
Domain	3.10.20.70	-	Gene3D	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	GLUL
Domain	IPR005428	CD36/SCARB1/SNMP1	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	CD36
Domain	PF08156	NOP5NT	Pfam	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	NOP58
Domain	IPR032348	HECW_N	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	HECW2
Domain	IPR002921	Fungal_lipase-like	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	DAGLB
Domain	IPR017110	Stonin	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	STON2
Domain	IPR033640	FAR_C	InterPro	7.140E-3	1.000E0	4.852E-2	3.354E-1	1	2	FAR1
Pubmed	19056867	Large-scale proteomics and phosphoproteomics of urinary exosomes.	Pubmed	8.394E-7	5.932E-3	2.399E-3	2.265E-2	10	1017	ATP6V1B2,FAM20C,SCN11A,VPS13D,ANXA2,GLUL,SMURF1,SIRPA,CUBN,ALDOA
Pubmed	25921289	Temporal proteomics of NGF-TrkA signaling identifies an inhibitory role for the E3 ligase Cbl-b in neuroblastoma cell differentiation.	Pubmed	1.123E-6	7.934E-3	2.399E-3	2.265E-2	13	1922	STRN3,ATP6V1B2,NOP58,NRDC,SND1,ATG7,ANXA2,PPM1F,RSRC2,ALDOA,LRCH1,VAV2,CUX1
Pubmed	15897321:gr	Impact on fatty acid metabolism and differential localization of FATP1 and FAT/CD36 proteins delivered in cultured human muscle cells.	GeneRIF	1.697E-6	1.200E-2	2.399E-3	2.265E-2	2	2	SLC27A1,CD36
Pubmed	25596283	SND1 Acts Downstream of TGFß1 and Upstream of Smurf1 to Promote Breast Cancer Metastasis.	Pubmed	1.697E-6	1.200E-2	2.399E-3	2.265E-2	2	2	SND1,SMURF1
Pubmed	15897321	Impact on fatty acid metabolism and differential localization of FATP1 and FAT/CD36 proteins delivered in cultured human muscle cells.	Pubmed	1.697E-6	1.200E-2	2.399E-3	2.265E-2	2	2	SLC27A1,CD36
Pubmed	19738201	Proteomic analysis of integrin-associated complexes identifies RCC2 as a dual regulator of Rac1 and Arf6.	Pubmed	4.180E-6	2.954E-2	3.242E-3	3.061E-2	8	708	ATP6V1B2,NOP58,SND1,ANXA2,STON2,H2AFY,ALDOA,ZYX
Pubmed	24120574	Fatty acid transporters in skin development, function and disease.	Pubmed	5.081E-6	3.591E-2	3.242E-3	3.061E-2	2	3	SLC27A1,CD36
Pubmed	27468721	Identification of aldolase A as a potential diagnostic biomarker for colorectal cancer based on proteomic analysis using formalin-fixed paraffin-embedded tissue.	Pubmed	5.081E-6	3.591E-2	3.242E-3	3.061E-2	2	3	ANXA2,ALDOA
Pubmed	20826546:gr	Prolactin receptor-integrin cross-talk mediated by SIRP¿ in breast cancer cells.	GeneRIF	5.081E-6	3.591E-2	3.242E-3	3.061E-2	2	3	SIRPA,PRLR
Pubmed	20826546	Prolactin receptor-integrin cross-talk mediated by SIRP¿ in breast cancer cells.	Pubmed	5.081E-6	3.591E-2	3.242E-3	3.061E-2	2	3	SIRPA,PRLR
Pubmed	21832049	Interactions of pathological hallmark proteins: tubulin polymerization promoting protein/p25, beta-amyloid, and alpha-synuclein.	Pubmed	5.934E-6	4.193E-2	3.242E-3	3.061E-2	12	1893	KLF7,SND1,RASA3,ATG7,ANXA2,CD36,SMURF1,GNA12,H2AFY,STK40,RSRC2,KRT36
Pubmed	21209086:gr	Vav family Rho guanine nucleotide exchange factors regulate CD36-mediated macrophage foam cell formation.	GeneRIF	1.015E-5	7.176E-2	3.242E-3	3.061E-2	2	4	CD36,VAV2
Pubmed	9555943	Human CD36 is a high affinity receptor for the native lipoproteins HDL, LDL, and VLDL.	Pubmed	1.015E-5	7.176E-2	3.242E-3	3.061E-2	2	4	CD36,HSD11B1
Pubmed	19279012	Loss of PINK1 function promotes mitophagy through effects on oxidative stress and mitochondrial fission.	Pubmed	1.691E-5	1.195E-1	3.242E-3	3.061E-2	2	5	ATG7,PRKN
Pubmed	15618286	Novel association of Vav2 and Nek3 modulates signaling through the human prolactin receptor.	Pubmed	1.691E-5	1.195E-1	3.242E-3	3.061E-2	2	5	PRLR,VAV2
Pubmed	15342556	Sequence comparison of human and mouse genes reveals a homologous block structure in the promoter regions.	Pubmed	1.870E-5	1.322E-1	3.242E-3	3.061E-2	9	1146	CACNB2,KLF7,ATG7,ATXN7,CD36,TNIP1,PSTPIP2,CUBN,RBM47
Pubmed	22863883	A high-throughput approach for measuring temporal changes in the interactome.	Pubmed	1.960E-5	1.385E-1	3.242E-3	3.061E-2	10	1456	STRN3,ATP6V1B2,NRDC,SND1,ATG7,ANXA2,KCMF1,GLUL,ALDOA,ZYX
Pubmed	20540360	[A study of the single nucleotide polymorphism in seven genes (GHR, IGFBP3, IGFR1, IRS1, FMN1, ANXA2, TaGLN) in ethnic Russians and in patients with prostate cancer].	Pubmed	3.545E-5	2.505E-1	3.242E-3	3.061E-2	2	7	FMN1,ANXA2
Pubmed	20540360:gr	[A study of the single nucleotide polymorphism in seven genes (GHR, IGFBP3, IGFR1, IRS1, FMN1, ANXA2, TaGLN) in ethnic Russians and in patients with prostate cancer].	GeneRIF	3.545E-5	2.505E-1	3.242E-3	3.061E-2	2	7	FMN1,ANXA2
Pubmed	24781148	Histone variants: key players of chromatin.	Pubmed	4.723E-5	3.337E-1	3.242E-3	3.061E-2	2	8	CENPA,H2AFY
Pubmed	16009940	Human ISG15 conjugation targets both IFN-induced and constitutively expressed proteins functioning in diverse cellular pathways.	Pubmed	4.999E-5	3.533E-1	3.242E-3	3.061E-2	4	152	SF3B4,ANXA2,ALDOA,IFIT2
Pubmed	12690205	Human chromosome 7: DNA sequence and biology.	Pubmed	7.712E-5	5.450E-1	3.242E-3	3.061E-2	6	538	DAGLB,FAM20C,CD36,SMURF1,GNA12,ZYX
Pubmed	15231748	Functional proteomics mapping of a human signaling pathway.	Pubmed	1.287E-4	9.095E-1	3.242E-3	3.061E-2	6	591	HTRA1,MTMR11,GLUL,SMURF1,TNIP1,ZYX
Pubmed	16713569	A protein-protein interaction network for human inherited ataxias and disorders of Purkinje cell degeneration.	Pubmed	1.500E-4	1.000E0	3.242E-3	3.061E-2	6	608	ATXN7,IFFO1,TNIP1,H2AFY,RSRC2,ZYX
Pubmed	17081065	Proteomic and bioinformatic characterization of the biogenesis and function of melanosomes.	Pubmed	1.589E-4	1.000E0	3.242E-3	3.061E-2	3	79	ATP6V1B2,SND1,ANXA2
Pubmed	17081983	Global, in vivo, and site-specific phosphorylation dynamics in signaling networks.	Pubmed	1.846E-4	1.000E0	3.242E-3	3.061E-2	9	1546	NOP58,CENPA,SND1,ANXA2,H2AFY,ALDOA,IFIT2,ZYX,KRT36
Pubmed	19199708	Proteomic analysis of human parotid gland exosomes by multidimensional protein identification technology (MudPIT).	Pubmed	2.235E-4	1.000E0	3.242E-3	3.061E-2	5	416	ATP6V1B2,FAM20C,HTRA1,ANXA2,ALDOA
Pubmed	20416077	Identification of type 2 diabetes-associated combination of SNPs using support vector machine.	Pubmed	2.414E-4	1.000E0	3.242E-3	3.061E-2	3	91	SLC27A1,CD36,HSD11B1
Pubmed	20416077:gr	Identification of type 2 diabetes-associated combination of SNPs using support vector machine.	GeneRIF	2.414E-4	1.000E0	3.242E-3	3.061E-2	3	91	SLC27A1,CD36,HSD11B1
Pubmed	17353931	Large-scale mapping of human protein-protein interactions by mass spectrometry.	Pubmed	2.733E-4	1.000E0	3.242E-3	3.061E-2	8	1283	STRN3,SF3B4,SND1,ANXA2,INPP5K,ICA1,FAR1,KRT36
Pubmed	21630459	Proteomic characterization of the human sperm nucleus.	Pubmed	2.803E-4	1.000E0	3.242E-3	3.061E-2	5	437	CENPA,ANXA2,GLUL,H2AFY,ALDOA
Pubmed	21572392	SCFFBXL¹¿ regulates BMP signalling by directing the degradation of HECT-type ubiquitin ligase Smurf1.	Pubmed	2.857E-4	1.000E0	3.242E-3	3.061E-2	2	19	HECW2,SMURF1
Pubmed	25281659	A novel common variant in DCST2 is associated with length in early life and height in adulthood.	Pubmed	3.172E-4	1.000E0	3.242E-3	3.061E-2	2	20	SF3B4,MTMR11
Pubmed	20849852	Proliferating cell nuclear antigen in the cytoplasm interacts with components of glycolysis and cancer.	Pubmed	3.503E-4	1.000E0	3.242E-3	3.061E-2	2	21	ANXA2,ALDOA
Pubmed	15167446:gr	Genetic analysis of 22 candidate genes for hypertension in the Japanese population.	GeneRIF	3.850E-4	1.000E0	3.242E-3	3.061E-2	2	22	CD36,HSD11B1
Pubmed	15167446	Genetic analysis of 22 candidate genes for hypertension in the Japanese population.	Pubmed	3.850E-4	1.000E0	3.242E-3	3.061E-2	2	22	CD36,HSD11B1
Pubmed	23383108	Modulation of cytokine release and gene expression by the immunosuppressive domain of gp41 of HIV-1.	Pubmed	3.993E-4	1.000E0	3.242E-3	3.061E-2	3	108	CD36,TLR7,MS4A6A
Pubmed	19380743	Charting the molecular network of the drug target Bcr-Abl.	Pubmed	4.264E-4	1.000E0	3.242E-3	3.061E-2	4	266	ANXA2,STON2,PSTPIP2,KRT36
Pubmed	25240745	A genome-wide association study in the genetic analysis of idiopathic thrombophilia project suggests sex-specific regulation of mitochondrial DNA levels.	Pubmed	4.592E-4	1.000E0	3.242E-3	3.061E-2	2	24	SLC8A1,PRKN
Pubmed	19876004	Obesity-related polymorphisms and their associations with the ability to regulate fat oxidation in obese Europeans: the NUGENOB study.	Pubmed	4.987E-4	1.000E0	3.242E-3	3.061E-2	2	25	CD36,HSD11B1
Pubmed	19876004:gr	Obesity-related polymorphisms and their associations with the ability to regulate fat oxidation in obese Europeans: the NUGENOB study.	GeneRIF	4.987E-4	1.000E0	3.242E-3	3.061E-2	2	25	CD36,HSD11B1
Pubmed	26949039	System-Wide Modulation of HECT E3 Ligases with Selective Ubiquitin Variant Probes.	Pubmed	5.398E-4	1.000E0	3.242E-3	3.061E-2	2	26	HECW2,SMURF1
Pubmed	22681889	The mRNA-bound proteome and its global occupancy profile on protein-coding transcripts.	Pubmed	6.650E-4	1.000E0	3.242E-3	3.061E-2	6	805	NOP58,SF3B4,SND1,RSRC2,ALDOA,RBM47
Pubmed	23251661	Novel genetic loci identified for the pathophysiology of childhood obesity in the Hispanic population.	Pubmed	7.181E-4	1.000E0	3.242E-3	3.061E-2	6	817	CACNB2,SLC8A1,RIN2,ICA1,STON2,H2AFY
Pubmed	15583024	Overview of steroidogenic enzymes in the pathway from cholesterol to active steroid hormones.	Pubmed	7.691E-4	1.000E0	3.242E-3	3.061E-2	2	31	HSD11B1,CUBN
Pubmed	9110174	Large-scale concatenation cDNA sequencing.	Pubmed	8.809E-4	1.000E0	3.242E-3	3.061E-2	5	563	VPS13D,HTRA1,MICAL2,KCMF1,SMURF1
Pubmed	18391951	Many sequence variants affecting diversity of adult human height.	Pubmed	9.032E-4	1.000E0	3.242E-3	3.061E-2	3	143	SF3B4,MTMR11,GNA12
Pubmed	8619474	A "double adaptor" method for improved shotgun library construction.	Pubmed	9.234E-4	1.000E0	3.242E-3	3.061E-2	5	569	VPS13D,HTRA1,MICAL2,KCMF1,SMURF1
Pubmed	19197348	Genome-wide association studies in an isolated founder population from the Pacific Island of Kosrae.	Pubmed	9.256E-4	1.000E0	3.242E-3	3.061E-2	2	34	CACNB2,CUBN
Pubmed	16189514	Towards a proteome-scale map of the human protein-protein interaction network.	Pubmed	9.969E-4	1.000E0	3.242E-3	3.061E-2	8	1563	SF3B4,IFFO1,INPP5K,GLUL,TNIP1,PRKN,SIRPA,IFIT2
Pubmed	15592455	Immunoaffinity profiling of tyrosine phosphorylation in cancer cells.	Pubmed	1.018E-3	1.000E0	3.242E-3	3.061E-2	4	336	SF3B4,SND1,RASA3,ALDOA
Pubmed	16622419	The human CENP-A centromeric nucleosome-associated complex.	Pubmed	1.038E-3	1.000E0	3.242E-3	3.061E-2	2	36	CENPA,H2AFY
Pubmed	27462432	A genome-wide IR-induced RAD51 foci RNAi screen identifies CDC73 involved in chromatin remodeling for DNA repair.	Pubmed	1.097E-3	1.000E0	3.242E-3	3.061E-2	3	153	ANXA2,GNA12,ALDOA
Pubmed	16396496	Insulin-dependent interactions of proteins with GLUT4 revealed through stable isotope labeling by amino acids in cell culture (SILAC).	Pubmed	1.156E-3	1.000E0	3.242E-3	3.061E-2	2	38	STRN3,FAR1
Pubmed	20381070:gr	Sex-specific proteome differences in the anterior cingulate cortex of schizophrenia.	GeneRIF	1.280E-3	1.000E0	3.242E-3	3.061E-2	2	40	ATP6V1B2,ALDOA
Pubmed	20381070	Sex-specific proteome differences in the anterior cingulate cortex of schizophrenia.	Pubmed	1.280E-3	1.000E0	3.242E-3	3.061E-2	2	40	ATP6V1B2,ALDOA
Pubmed	16502212:gr	Neurophysiological evidence of corticospinal tract abnormality in patients with Parkin mutations.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	15538396	High biochemical selectivity of tadalafil, sildenafil and vardenafil for human phosphodiesterase 5A1 (PDE5) over PDE11A4 suggests the absence of PDE11A4 cross-reaction in patients.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PDE11A
Pubmed	23091278	Withaferin A binds covalently to the N-terminal domain of annexin A2.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ANXA2
Pubmed	24591759	Annexin A2: its molecular regulation and cellular expression in cancer development.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	ANXA2
Pubmed	12947091	Endocytosis of oxidized low density lipoprotein through scavenger receptor CD36 utilizes a lipid raft pathway that does not require caveolin-1.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
Pubmed	22543675:gr	Toll-like receptor 7 stimulation by imiquimod induces macrophage autophagy and inflammation in atherosclerotic plaques.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	TLR7
Pubmed	12114481:gr	Linkage stratification and mutation analysis at the Parkin locus identifies mutation positive Parkinson's disease families.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRKN
Pubmed	26238718	Activation of Toll-like receptor 7 inhibits the proliferation and migration, and induces the apoptosis of pancreatic cancer cells.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	TLR7
Pubmed	6278192	Prolactin receptors in human breast tumors.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	PRLR
Pubmed	9024683	Assembly of CENP-A into centromeric chromatin requires a cooperative array of nucleosomal DNA contact sites.	Pubmed	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CENPA
Pubmed	12145296:gr	A novel family of atherogenic oxidized phospholipids promotes macrophage foam cell formation via the scavenger receptor CD36 and is enriched in atherosclerotic lesions.	GeneRIF	1.313E-3	1.000E0	3.242E-3	3.061E-2	1	1	CD36
